timestamp,byteRates01,packNums01
1521118813.010010734,4.101017E+8,4345
1521118813.020006850,4.874475E+8,4910
1521118813.030006483,4.561346E+8,4699
1521118813.040007547,4.766501E+8,4780
1521118813.050006032,3.968648E+8,4160
1521118813.060008980,4.162848E+8,4372
1521118813.070011616,3.588816E+8,4030
1521118813.080007114,4.782234E+8,4815
1521118813.090006538,4.589401E+8,4818
1521118813.100006007,4.357893E+8,4567
1521118813.110008478,3.921400E+8,4243
1521118813.120010294,4.893971E+8,4898
1521118813.130019359,5.847759E+8,5585
1521118813.140007786,5.991677E+8,5724
1521118813.150021270,5.141228E+8,5084
1521118813.160006620,3.984271E+8,4293
1521118813.170006119,5.806986E+8,5429
1521118813.180010922,5.674587E+8,5399
1521118813.190007627,6.366521E+8,5942
1521118813.200006455,4.830035E+8,4877
1521118813.210010841,4.504869E+8,4640
1521118813.220006570,4.281056E+8,4522
1521118813.230008490,4.788412E+8,4812
1521118813.240006492,5.664971E+8,5467
1521118813.250006400,5.253768E+8,5208
1521118813.260007441,6.489348E+8,6026
1521118813.270006150,5.442121E+8,5264
1521118813.280006699,5.223876E+8,5206
1521118813.290006988,4.693204E+8,4819
1521118813.300006010,5.019098E+8,5184
1521118813.310007133,4.826827E+8,4930
1521118813.320006780,4.487573E+8,4743
1521118813.330006927,4.187178E+8,4494
1521118813.340007327,4.066128E+8,4416
1521118813.350011520,5.779560E+8,5615
1521118813.360006183,5.840717E+8,5665
1521118813.370006882,4.857665E+8,4958
1521118813.380006798,5.649418E+8,5462
1521118813.390007660,5.269906E+8,5210
1521118813.400006212,5.596672E+8,5596
1521118813.410006441,5.254534E+8,5134
1521118813.420012236,5.920444E+8,5681
1521118813.430012837,5.605066E+8,5516
1521118813.440009303,4.407483E+8,4620
1521118813.450008273,4.401008E+8,4627
1521118813.460006557,4.598296E+8,4806
1521118813.470009744,6.026138E+8,5809
1521118813.480008513,5.146058E+8,5091
1521118813.490009725,3.795765E+8,4162
1521118813.500011846,4.370596E+8,4518
1521118813.510007076,4.455582E+8,4513
1521118813.520011321,5.321551E+8,5255
1521118813.530008130,5.435416E+8,5276
1521118813.540006712,6.182299E+8,5786
1521118813.550006822,4.922004E+8,4943
1521118813.560006060,4.494524E+8,4840
1521118813.570006818,3.164544E+8,3777
1521118813.580006003,5.557293E+8,5402
1521118813.590006903,5.242703E+8,5179
1521118813.600006752,5.195988E+8,5288
1521118813.610006914,5.297812E+8,5230
1521118813.620006889,3.817550E+8,4196
1521118813.630006321,4.246951E+8,4425
1521118813.640006661,5.979725E+8,5785
1521118813.650006771,6.689186E+8,6171
1521118813.660008468,4.972472E+8,5065
1521118813.670010552,5.779054E+8,5490
1521118813.680009075,3.567140E+8,4233
1521118813.690008037,5.055562E+8,5287
1521118813.700011991,6.556548E+8,6049
1521118813.710006088,6.344811E+8,5943
1521118813.720012099,5.473572E+8,5221
1521118813.730008319,5.097822E+8,5013
1521118813.740006879,5.087056E+8,5090
1521118813.750009969,4.112371E+8,4447
1521118813.760006249,4.352450E+8,4691
1521118813.770009995,4.199141E+8,4468
1521118813.780010305,4.740489E+8,4730
1521118813.790006146,4.457018E+8,4675
1521118813.800007522,4.233609E+8,4541
1521118813.810006052,5.450638E+8,5342
1521118813.820006572,6.763371E+8,6263
1521118813.830007069,6.904633E+8,6466
1521118813.840006776,5.204508E+8,5085
1521118813.850009359,4.864264E+8,4999
1521118813.860007480,5.728945E+8,5679
1521118813.870006368,5.491087E+8,5290
1521118813.880006537,4.736453E+8,4787
1521118813.890006639,4.494246E+8,4538
1521118813.900006935,4.490406E+8,4604
1521118813.910006046,5.030219E+8,5125
1521118813.920006700,3.375335E+8,3979
1521118813.930006668,4.999522E+8,5059
1521118813.940007538,5.255909E+8,5321
1521118813.950006336,5.167223E+8,5352
1521118813.960007131,3.856144E+8,4386
1521118813.970006093,5.688480E+8,5423
1521118813.980006166,5.421177E+8,5262
1521118813.990006030,4.340674E+8,4472
1521118814.000012666,4.612264E+8,4738
1521118814.010018706,3.680703E+8,4134
1521118814.020008355,4.509360E+8,4584
1521118814.030006856,5.382966E+8,5275
1521118814.040006690,5.620228E+8,5596
1521118814.050009921,4.677396E+8,4960
1521118814.060022272,5.341274E+8,5165
1521118814.070007257,4.789643E+8,4834
1521118814.080006324,3.039170E+8,3743
1521118814.090006009,3.729946E+8,4199
1521118814.100006893,4.711512E+8,4875
1521118814.110007651,4.704445E+8,4767
1521118814.120007001,5.547070E+8,5300
1521118814.130007222,4.403923E+8,4769
1521118814.140006848,5.024759E+8,5047
1521118814.150012076,3.452603E+8,3919
1521118814.160007671,4.692498E+8,4802
1521118814.170009285,5.685037E+8,5509
1521118814.180007212,4.612298E+8,4732
1521118814.190006897,4.604471E+8,4762
1521118814.200013429,4.732337E+8,4852
1521118814.210012533,3.623172E+8,4153
1521118814.220010802,4.208557E+8,4483
1521118814.230006799,4.431500E+8,4708
1521118814.240014963,3.957838E+8,4289
1521118814.250006169,4.219455E+8,4514
1521118814.260006778,4.790781E+8,4838
1521118814.270008497,4.433470E+8,4587
1521118814.280006841,5.534370E+8,5408
1521118814.290006712,3.996241E+8,4267
1521118814.300008528,4.389305E+8,4940
1521118814.310007386,4.142265E+8,4666
1521118814.320008427,4.236708E+8,4435
1521118814.330008663,5.392373E+8,5202
1521118814.340006448,3.816759E+8,4138
1521118814.350009330,4.135119E+8,4407
1521118814.360005997,4.189762E+8,4369
1521118814.370007254,5.056129E+8,4992
1521118814.380007595,4.690832E+8,4746
1521118814.390006848,4.555397E+8,4739
1521118814.400006212,4.406787E+8,4571
1521118814.410007432,5.083828E+8,5054
1521118814.420009121,4.087135E+8,4392
1521118814.430010989,4.735024E+8,4896
1521118814.440010786,5.267959E+8,5271
1521118814.450011961,4.894097E+8,4996
1521118814.460007273,3.140504E+8,3805
1521118814.470012046,3.745578E+8,4163
1521118814.480006449,3.966661E+8,4366
1521118814.490011349,3.962937E+8,4355
1521118814.500009805,4.512294E+8,4593
1521118814.510006882,3.835044E+8,4183
1521118814.520006925,3.942773E+8,4426
1521118814.530007146,3.842969E+8,4400
1521118814.540009186,4.070832E+8,4362
1521118814.550016008,4.589838E+8,4751
1521118814.560006090,3.751457E+8,4270
1521118814.570009686,4.260130E+8,4501
1521118814.580007166,5.548884E+8,5322
1521118814.590006530,3.292058E+8,4163
1521118814.600006156,5.235709E+8,5879
1521118814.610007651,5.327727E+8,5232
1521118814.620008014,3.850517E+8,4259
1521118814.630009159,4.583192E+8,4626
1521118814.640011497,4.579168E+8,4690
1521118814.650006324,4.455490E+8,4654
1521118814.660007440,4.690167E+8,4844
1521118814.670006692,3.525413E+8,3959
1521118814.680006005,3.261324E+8,3918
1521118814.690010764,2.869173E+8,3622
1521118814.700007856,4.446788E+8,4738
1521118814.710007034,4.239173E+8,4577
1521118814.720007382,4.189661E+8,4414
1521118814.730007142,4.964782E+8,5067
1521118814.740006737,4.408619E+8,4729
1521118814.750006326,4.312124E+8,4569
1521118814.760006003,3.288639E+8,3827
1521118814.770009801,6.424610E+8,6045
1521118814.780007541,4.607087E+8,4796
1521118814.790008798,4.915745E+8,4946
1521118814.800024115,2.906696E+8,3552
1521118814.810009912,4.921170E+8,5000
1521118814.820014283,3.733967E+8,4256
1521118814.830009200,4.802611E+8,5007
1521118814.840007171,5.138875E+8,5069
1521118814.850006513,4.480729E+8,4710
1521118814.860014193,5.177647E+8,5117
1521118814.870008990,3.741946E+8,4104
1521118814.880009420,4.715561E+8,4899
1521118814.890006520,5.449839E+8,5339
1521118814.900009505,3.779971E+8,4304
1521118814.910007730,4.129034E+8,4520
1521118814.920008548,4.433838E+8,4675
1521118814.930006325,6.641352E+8,6173
1521118814.940007553,5.071558E+8,5117
1521118814.950010411,4.057168E+8,4478
1521118814.960006125,4.330405E+8,4724
1521118814.970010035,3.570379E+8,4123
1521118814.980006143,5.172755E+8,5090
1521118814.990007162,3.644788E+8,4066
1521118815.000008114,4.706940E+8,4778
1521118815.010006942,5.362275E+8,5289
1521118815.020006515,4.615968E+8,4586
1521118815.030006379,4.615390E+8,4699
1521118815.040007398,4.073664E+8,4435
1521118815.050006442,5.164431E+8,5186
1521118815.060011499,3.959343E+8,4444
1521118815.070007227,4.034351E+8,4283
