timestamp,byterate,packNum
1521118842.199006312,4.84453E+8,489
1521118842.200006589,3.67857E+8,409
1521118842.201009996,4.13589E+8,436
1521118842.202006355,4.89481E+8,500
1521118842.203006439,4.09265E+8,419
1521118842.204007156,3.93732E+8,440
1521118842.205010958,2.78718E+8,379
1521118842.206007257,3.60572E+8,414
1521118842.207010590,3.11291E+8,375
1521118842.208007731,3.01917E+8,348
1521118842.209010862,4.18793E+8,472
1521118842.210007012,3.46134E+8,402
1521118842.211007245,4.10167E+8,435
1521118842.212008074,4.23178E+8,424
1521118842.213016883,4.53509E+8,453
1521118842.214015752,3.57902E+8,393
1521118842.215011030,2.94325E+8,344
1521118842.216006309,3.55225E+8,384
1521118842.217009857,4.05118E+8,449
1521118842.218006797,3.38687E+8,366
1521118842.219013020,3.93052E+8,414
1521118842.220006540,4.17662E+8,457
1521118842.221013755,5.17735E+8,531
1521118842.222007312,3.53747E+8,379
1521118842.223006725,5.45152E+8,516
1521118842.224010482,4.30062E+8,467
1521118842.225007445,2.67420E+8,361
1521118842.226006500,3.24110E+8,390
1521118842.227006033,4.62414E+8,473
1521118842.228007562,4.93934E+8,493
1521118842.229010910,4.31278E+8,453
1521118842.230007298,4.70857E+8,498
1521118842.231008075,5.32292E+8,528
1521118842.232006595,5.24848E+8,510
1521118842.233008817,5.57457E+8,543
1521118842.234006971,4.90608E+8,517
1521118842.235008083,6.59624E+8,591
1521118842.236006223,6.97845E+8,633
1521118842.237006888,5.31369E+8,519
1521118842.238008857,6.86656E+8,631
1521118842.239006698,6.06673E+8,573
1521118842.240011342,4.38051E+8,433
1521118842.241007261,4.65907E+8,495
1521118842.242007233,4.19278E+8,448
1521118842.243006207,5.89834E+8,563
1521118842.244006075,6.12956E+8,581
1521118842.245006151,4.75398E+8,505
1521118842.246007279,3.37207E+8,355
1521118842.247006536,4.12156E+8,434
1521118842.248008929,4.57947E+8,472
1521118842.249010168,3.35548E+8,398
1521118842.250007443,3.31872E+8,367
1521118842.251006424,4.11729E+8,448
1521118842.252006225,4.61411E+8,477
1521118842.253009841,5.45520E+8,562
1521118842.254007407,4.75770E+8,486
1521118842.255006969,6.53421E+8,598
1521118842.256006375,6.04215E+8,579
1521118842.257008560,5.93414E+8,576
1521118842.258007228,5.52503E+8,515
1521118842.259006731,3.89366E+8,408
1521118842.260006592,3.18946E+8,363
1521118842.261006050,3.97742E+8,401
1521118842.262009576,3.67457E+8,380
1521118842.263009705,3.14644E+8,349
1521118842.264009520,3.02523E+8,383
1521118842.265006706,4.32840E+8,463
1521118842.266006157,3.67989E+8,383
1521118842.267006814,3.99907E+8,453
1521118842.268006437,5.83162E+8,541
1521118842.269008331,6.44065E+8,579
1521118842.270006105,5.30252E+8,523
1521118842.271006860,4.50752E+8,438
1521118842.272009611,5.02251E+8,488
1521118842.273008451,5.17221E+8,517
1521118842.274007089,5.07138E+8,512
1521118842.275007837,5.29079E+8,517
1521118842.276008345,5.20082E+8,494
1521118842.277006462,4.52103E+8,462
1521118842.278006360,4.32948E+8,438
1521118842.279008247,3.88703E+8,405
1521118842.280006900,6.31896E+8,571
1521118842.281007268,3.99965E+8,404
1521118842.282007121,4.77589E+8,485
1521118842.283006251,4.62998E+8,460
1521118842.284008667,4.92352E+8,467
1521118842.285007216,6.17957E+8,588
1521118842.286006078,5.74419E+8,555
1521118842.287006900,5.79288E+8,533
1521118842.288007095,5.59663E+8,567
1521118842.289007626,4.49531E+8,476
1521118842.290006116,4.40936E+8,464
1521118842.291005999,4.19389E+8,465
1521118842.292006381,4.29892E+8,472
1521118842.293006599,4.82473E+8,476
1521118842.294006884,4.99214E+8,524
1521118842.295006536,4.92884E+8,496
1521118842.296006478,4.13207E+8,441
1521118842.297010869,3.86751E+8,453
1521118842.298007227,4.76014E+8,488
1521118842.299007684,4.72878E+8,491
1521118842.300009616,4.71351E+8,486
1521118842.301010616,2.99149E+8,352
1521118842.302006513,5.16356E+8,519
1521118842.303006716,5.94643E+8,580
1521118842.304006055,5.06383E+8,518
1521118842.305007309,5.34785E+8,509
1521118842.306006260,4.51909E+8,466
1521118842.307006516,4.27192E+8,452
1521118842.308008879,4.98117E+8,485
1521118842.309010893,4.82880E+8,470
1521118842.310006730,6.61011E+8,632
1521118842.311017692,4.94750E+8,538
1521118842.312006146,4.43283E+8,476
1521118842.313010894,4.23742E+8,456
1521118842.314011194,3.94941E+8,426
1521118842.315006062,3.84438E+8,376
1521118842.316006854,4.35570E+8,422
1521118842.317008309,4.44478E+8,448
1521118842.318007722,4.60106E+8,495
1521118842.319006391,4.86885E+8,489
1521118842.320008948,5.08781E+8,499
1521118842.321008623,4.69938E+8,503
1521118842.322018303,5.01831E+8,505
1521118842.323006175,3.97315E+8,444
1521118842.324007101,5.94528E+8,549
1521118842.325010903,4.53997E+8,475
1521118842.326007165,4.58260E+8,460
1521118842.327007085,4.32555E+8,466
1521118842.328008644,4.56866E+8,459
1521118842.329007104,5.46077E+8,546
1521118842.330007426,5.27245E+8,504
1521118842.331006341,4.10752E+8,428
1521118842.332007498,5.17129E+8,493
1521118842.333007261,4.31520E+8,449
1521118842.334006302,3.62347E+8,396
1521118842.335008748,4.36482E+8,443
1521118842.336006135,7.87860E+8,676
1521118842.337006554,1.095408E+9,955
1521118842.338006429,7.45897E+8,666
1521118842.339009747,5.23408E+8,503
1521118842.340008803,4.39285E+8,462
1521118842.341007248,9.05509E+8,777
1521118842.342006914,8.13971E+8,690
1521118842.343007490,6.11892E+8,576
1521118842.344008006,5.49250E+8,508
1521118842.345006645,4.93184E+8,482
1521118842.346008211,6.28730E+8,566
1521118842.347007245,4.65657E+8,439
1521118842.348006114,4.38828E+8,457
1521118842.349012762,3.75972E+8,411
1521118842.350011393,3.62389E+8,397
